id,Summary,Status,Type,Priority,Milestone,Component
8813,"next_rev is slow, particularly in the direct-svnfs case",new,defect,highest,next-major-releases,version control
5488,Translation of Trac to Turkish/Türkçe [tr_TR],new,task,normal,translations,i18n
2611,"Problem with SVN bindings (SVN 1.3.0, Trac r2771)",new,defect,high,not applicable,version control
8417,CachedRepository support in TracMercurial,new,enhancement,high,plugin - mercurial,plugin/mercurial
12681,Restore the t.e.o specific customization after the switch to Jinja2,assigned,defect,high,1.4.4,project
5474,Translation of Trac to French/Français [fr_FR],new,task,normal,translations,i18n
8068,Mercurial bundle attachments should be viewable in readable representation.,new,enhancement,normal,plugin - mercurial,plugin/mercurial
10896,Request-URI Too Large when submitting a Bug report,new,defect,normal,not applicable,general
9619,"Side-by-side editing fails if Preview significantly longer than source; needs smart, vertical locking!",reopened,defect,low,1.0,wiki system
7186,Translation of Trac to Argentinian Spanish/español de Argentina [es_AR],new,task,normal,translations,i18n
10035,Possibility to apply rejected changes from log,new,enhancement,normal,plugin - spam-filter,plugin/spamfilter
12664,Index defined on spamfilter_bayes table not added during database upgrades,new,defect,normal,plugin - spam-filter,plugin/spamfilter
13031,Text captcha does not obey order of operations,new,defect,normal,plugin - spam-filter,plugin/spamfilter
13289,Improve spam filtering monitoring page,new,enhancement,normal,plugin - spam-filter,plugin/spamfilter
13321,SpamFilter plugin still using ITemplateStreamFilter,new,defect,normal,plugin - spam-filter,plugin/spamfilter
5475,Translation of Trac to German/Deutsch [de_DE],new,task,normal,translations,i18n
9040,Translation of Trac to Hebrew [he_HE],new,task,normal,translations,i18n
5471,Translation of Trac to Japanese/日本語 [ja_JP],new,task,normal,translations,i18n
13400,$wikipage.offset() is undefined wiki.js:63 from non-existent wiki page,assigned,defect,normal,1.4.4,wiki system
13409,repository_dir record for Subversion is wrong,assigned,defect,normal,1.5.4,version control
1726,"Links are displayed badly in Win/IE when page direction is changed to ""right-to-left""",new,defect,normal,translations,i18n
5489,Translation of Trac to Italian/Italiano [it_IT],new,task,normal,translations,i18n
5476,Translation of Trac to Portuguese/Português [pt_BR],new,task,normal,translations,i18n
8991,Translation of Trac to Armenian [hy_AM],new,task,normal,translations,i18n
5486,Translation of Trac to Hungarian/Magyar [hu_HU],new,task,normal,translations,i18n
7177,Translation of Trac to Norwegian/bokmål [nb_NO],new,task,normal,translations,i18n
5469,Translation of Trac to Spanish/Español [es_ES],new,task,normal,translations,i18n
12858,Upgrade to jQuery 3,assigned,enhancement,normal,1.5.4,general
12930,Spambayes dependency conflicts with dnspython,assigned,defect,normal,plugin - spam-filter,plugin/spamfilter
13190,Create release packages on AppVeyor,assigned,enhancement,normal,1.5.5,general
13191,"relative image size with ""em"" units",assigned,enhancement,normal,1.4.4,wiki system
13247,Log warning if necessary environment directories are not writeable,assigned,enhancement,normal,next-stable-1.4.x,general
13275,Improve option documentation,assigned,task,normal,1.5.5,general
13276,Submit IP address to BadIP page,assigned,enhancement,normal,plugin - spam-filter,plugin/spamfilter
13286,Add select all checkbox to Spam Filtering multiselect users page,assigned,enhancement,normal,plugin - spam-filter,plugin/spamfilter
13301,"Remove ""Can't synchronize"" warnings or only show if user has TRAC_ADMIN",assigned,enhancement,normal,next-dev-1.7.x,version control
13302,Display plugin enable/disable message near anchor,assigned,enhancement,normal,next-dev-1.7.x,admin/web
13311,Toolbar button to quote text as a discussion citation,assigned,enhancement,normal,1.5.5,general
7487,Translation of Trac to Slovene/Slovensko [sl_SI],new,task,normal,translations,i18n
4431,wiki_to_wikidom,new,enhancement,highest,topic-wikiengine,wiki system
53,plugin infrastructure for rendering diff HTML previews,new,enhancement,high,next-major-releases,version control/changeset view
1084,Percentage complete,new,enhancement,high,next-major-releases,ticket system
1113,Show milestone changes in timeline,new,enhancement,high,next-major-releases,timeline
1386,Adding properties to Wiki Pages,new,enhancement,high,next-major-releases,wiki system
1890,Can create tickets anonymously using the username of an authenticated user,new,defect,high,next-major-releases,general
1962,Due dates on tickets & email notification on overdue dates,new,enhancement,high,next-major-releases,ticket system
2035,Changeset commenting,new,enhancement,high,next-major-releases,version control/changeset view
2463,Mandatory fields in tickets,new,enhancement,high,next-major-releases,ticket system
3021,wiki namespace support like the one in dokuwiki,new,enhancement,high,next-major-releases,wiki system
3098,"Support ""Descript.ion"" files in Browse Source",new,enhancement,high,next-major-releases,version control/browser
3332,Mimeview API v2,new,enhancement,high,next-major-releases,rendering
3370,"Custom query RSS feed differes from CSV, Tab files",new,enhancement,high,unscheduled,ticket system
3386,Embedding part of Wiki in other Wiki (e.g. Help: prefix for the TracGuide),new,enhancement,high,next-major-releases,wiki system
3470,improve handling of scoped repositories with copy history,new,defect,high,next-major-releases,version control
3519,browse source - edit feature?,new,enhancement,high,next-major-releases,version control
3718,Trac should use HTTP 301 Moved when milestones get renamed,new,enhancement,high,next-major-releases,general
4080,[Patch] Detect charset using enca or chardet,new,enhancement,high,next-major-releases,version control/changeset view
4245,[PATCH] Tickets are slow with large amount of users and permissions,new,defect,high,next-stable-1.4.x,general
4790,a blockquote after a list gets nested into two <blockquote> tags,new,defect,high,topic-wikiengine,wiki system
5648,DefaultPermissionGroupProvider not doing its whole job,new,defect,high,next-major-releases,general
7014,"Trap  ""ZipImportError: bad local file header.. "" and suggest server restart",new,defect,high,next-major-releases,general
7658,Option to disable automatic linking of CamelCase,new,enhancement,high,next-major-releases,wiki system
7744,source:path@rev targeting a file below a copied dir may fail,new,defect,high,next-major-releases,version control/browser
7871,Add start date to a milestone,new,enhancement,high,next-major-releases,general
8140,nested lists with multiple paragraphs should work properly,new,enhancement,high,topic-wikiengine,wiki system
8499,Cannot obtain link to paragraph/section when reST used,new,enhancement,high,unscheduled,wiki system
8509,[PATCH] use precompiled regex for match_request,new,defect,high,next-major-releases,web frontend
8645,More readable header IDs,new,defect,high,next-major-releases,wiki system
9037,Incorporate footnotes into Trac (for use in documentation),new,enhancement,high,next-major-releases,wiki system
9574,add filters to TicketQuery from query string arguments,new,enhancement,high,next-major-releases,wiki system
9643,[Patch] Ticket search by query with auto completion,new,enhancement,high,next-major-releases,search system
9648,[PATCH] Improve ticket fields with tooltips,new,enhancement,high,next-major-releases,ticket system
9879,wiki_to_text(),new,enhancement,high,unscheduled,wiki system
9936,CSS and JS files should be versioned,new,enhancement,high,next-major-releases,web frontend
10178,[PATCH] Allow TracQueries to order on multiple columns,new,enhancement,high,next-major-releases,query system
150,User-centric storage. Last-viewed information and 'intelligent' followup,new,enhancement,normal,unscheduled,general
221,Creating TR for multiple components,new,enhancement,normal,next-major-releases,ticket system
425,Wiki page name need to support digits and periods,new,enhancement,normal,next-major-releases,wiki system
508,'Related checkins' feature,new,enhancement,normal,unscheduled,ticket system
515,Collapsible diff display,new,enhancement,normal,next-major-releases,version control/changeset view
611,Backlinks,new,enhancement,normal,next-major-releases,wiki system
695,Keywords for wiki pages,new,enhancement,normal,next-major-releases,wiki system
710,Add basic time tracking,new,enhancement,normal,next-major-releases,ticket system
731,"Allow Trac to send commit information email when the "" sync ""with the repository",new,enhancement,normal,unscheduled,notification
756,trac-admin initenv might prompt for a wiki-default path,new,enhancement,normal,next-major-releases,admin/console
791,"login/logout, authentication, and authorization",new,enhancement,normal,next-major-releases,general
918,[patch] Custom Ticket Fields should support the multiple selection type,new,enhancement,normal,next-major-releases,ticket system
920,Disable purging of user settings,new,enhancement,normal,unscheduled,general
925,[PATCH] Allow wiki syntax in labels for custom fields,new,enhancement,normal,unscheduled,ticket system
978,Specify InterTrac context for a repository,new,enhancement,normal,next-major-releases,version control
1024,Each section should have a edit button,new,enhancement,normal,topic-wikiengine,wiki system
1120,Delete all changes made from given IP.,new,enhancement,normal,unscheduled,wiki system
1132,Use Subversion (or the source repository) for Trac's data as well,new,enhancement,normal,next-major-releases,general
1135,Component filter for the Timeline,new,enhancement,normal,unscheduled,timeline
1233,Descriptions of Components,new,enhancement,normal,next-dev-1.7.x,ticket system
1240,Persistent   [[Timestamp]],new,enhancement,normal,topic-wikiengine,wiki system
1242,[ER] Generalized automatic cross-references in Trac,new,enhancement,normal,next-major-releases,wiki system
1268,Search for a revision/ticket/report number should find that changeset/ticket/report,new,enhancement,normal,unscheduled,search system
1329,Ticket Search should (optionally) search only non-closed tickets,new,enhancement,normal,next-major-releases,ticket system
1380,trac-admin wiki dump doesn't include attachments,new,defect,normal,unscheduled,attachment
1381,view files by date as well as revision number,new,enhancement,normal,unscheduled,version control
1493,attachment revision history,new,defect,normal,unscheduled,attachment
1505,Search all projects at once,new,enhancement,normal,topic-multiproject,search system
1513,Multi-language support in the wiki,new,enhancement,normal,next-major-releases,wiki system
1520,Highlight TracLinks in browser,new,enhancement,normal,next-major-releases,wiki system
1796,Stylesheet for Docutils output,new,enhancement,normal,next-major-releases,rendering
1804,[Patch] Strip off realm from usernames when using Kerberos,new,defect,normal,next-major-releases,general
1835,Add a discussion tab for Trac resources,new,enhancement,normal,unscheduled,general
1936,indented ordered and unordered lists have additional bullets and numbers,new,defect,normal,topic-wikiengine,wiki system
1943,Add support for date calculations in ticket reports/querys,new,enhancement,normal,unscheduled,report system
1947,Nicer handling of bugtraq properties,new,enhancement,normal,unscheduled,version control/browser
2036,Inconsistent sub-menu on Browse Source comparing with View Tickets,new,defect,normal,next-major-releases,report system
2064,Timeline WikiFormatting mis-parses WikiLinks with aliases.,new,defect,normal,topic-wikiengine,wiki system
2141,Upload more than one attachment at a time,new,enhancement,normal,next-major-releases,attachment
2162,trac-admin needs a -q for quiet automated operation,new,enhancement,normal,unscheduled,admin/console
2382,WebAdmin: resync from the web interface,new,enhancement,normal,next-major-releases,version control
2390,search isn't case and accent insensitive,new,defect,normal,unscheduled,search system
2443,User list in milestone view per owner,new,defect,normal,unscheduled,roadmap
2456,Implement API for user management,new,enhancement,normal,next-major-releases,general
2464,Conditional fields in tickets,new,enhancement,normal,next-major-releases,ticket system
2465,"Add ""custom query"" functionality for changesets",new,enhancement,normal,next-major-releases,version control/changeset view
2469,timeline should show my own tickets in bold,new,enhancement,normal,next-major-releases,timeline
2566,Trac browser should browse SVN symbolic links,new,defect,normal,unscheduled,version control
2581,[PATCH] Add Paste Deploy support to the WSGI branch,new,enhancement,normal,unscheduled,general
2588,Option to show the latest completed milestone,new,enhancement,normal,next-major-releases,roadmap
2625,Add option to send HTML mail messages,new,enhancement,normal,next-major-releases,notification
2636,browsing a directory with many files takes a long time,new,enhancement,normal,next-major-releases,version control/browser
2639,Add userid/author in RSS feeds for repository commit information,new,enhancement,normal,next-major-releases,timeline
2656,Make built-in documentation independent from wiki,new,enhancement,normal,next-major-releases,wiki system
2662,assign tickets to multiple users,new,enhancement,normal,next-major-releases,ticket system
2695,[PATCH] Pretty icons for various file types.,new,enhancement,normal,next-major-releases,version control/browser
2702,markdown support,new,enhancement,normal,next-major-releases,wiki system
2733,Push some more behaviour to the vc backend,new,enhancement,normal,next-major-releases,version control
2775,Automatic matching of similar issues,new,enhancement,normal,unscheduled,ticket system
2810,More complete Roadmap: Gantt and Pert,new,enhancement,normal,unscheduled,roadmap
2827,Preview attachments in main ticket (or wiki) window,new,enhancement,normal,next-major-releases,attachment
2855,"Add aggregation functions (SUM, MAX, AVG) of ticket columns to the custom query options",new,enhancement,normal,unscheduled,general
2880,Ignore svn properties / trees in timeline,new,enhancement,normal,unscheduled,timeline
2908,"No 'register' link (only Login), 'New Ticket' -> 'login' difficult",new,defect,normal,unscheduled,ticket system
2961,custom comment fields,new,enhancement,normal,next-major-releases,ticket system
3003,milestone could be a ticket,new,enhancement,normal,unscheduled,ticket system
3022,Remove ROADMAP_ADMIN,new,enhancement,normal,next-major-releases,roadmap
3026,Read-only milestone linking to external trac projects,new,enhancement,normal,unscheduled,roadmap
3080,Custom field sorts only as text,new,enhancement,normal,next-major-releases,general
3102,Suggestion: Some Very Cool Features,new,enhancement,normal,unscheduled,general
3156,Export Milestone to CSV,new,enhancement,normal,unscheduled,roadmap
3162,LDAP support for  e-mail notification,new,enhancement,normal,next-major-releases,notification
3236,Support for a merge change type in version control API,new,enhancement,normal,next-major-releases,version control
3251,A documentation about components should be added,new,enhancement,normal,next-major-releases,wiki system
3273,Add REGEXP support to SQL queries,new,enhancement,normal,next-major-releases,report system
3302,Add Permission Change Hooks to Trac,new,enhancement,normal,next-major-releases,general
3307,Wiki pragma directives,new,enhancement,normal,topic-wikiengine,wiki system
3320,Custom fields can't be hidden,new,enhancement,normal,next-major-releases,ticket system
3511,quick access to favorite reports/queries,new,enhancement,normal,next-major-releases,report system
3584,"[PATCH] Zip file names should match the latest version of their contents, not of the whole repository",new,enhancement,normal,next-major-releases,version control/browser
3689,"patch for mimeviewer: autodetect charset by ""# -*- coding: windows-1251 -*-""",new,enhancement,normal,next-major-releases,version control/browser
3694,Code coloring in diff,new,enhancement,normal,unscheduled,version control/changeset view
3695,Enable Generic Navigation Item Ordering,new,enhancement,normal,unscheduled,general
3737,"login-id, trac-nick",new,enhancement,normal,next-major-releases,general
3749,recent ticket-comments macro,new,enhancement,normal,next-major-releases,ticket system
3785,Regular Expression Match against custom field values,new,enhancement,normal,unscheduled,ticket system
3794,Invalid table(with indentation) layout in wiki.,new,defect,normal,topic-wikiengine,wiki system
3841,commit after adding attachments to tickets,new,defect,normal,next-major-releases,attachment
3895,Provide Trac API for returning all outbound links in a page,new,enhancement,normal,topic-wikiengine,wiki system
3906,Request for a files search (no indexing just plain find like search),new,enhancement,normal,next-major-releases,version control/browser
3911,"implement an object system (xwiki, roundup)",new,enhancement,normal,next-major-releases,general
3914,"ticket change notification should contain diff'ed text, not old and new",new,enhancement,normal,next-dev-1.7.x,notification
3970,Wiki parsing error when using exclamation at the end of phrase,new,defect,normal,topic-wikiengine,wiki system
4022,Provide Etag and/or Last-Modified HTTP headers to ease cache control,new,defect,normal,next-major-releases,wiki system
4048,Diff between repositories,new,enhancement,normal,next-major-releases,version control
4130,Ticket Component Interface Fails to Properly Check for Existing Component,new,defect,normal,next-major-releases,ticket system
4140,Merge OutlineFormatter into Formatter,new,defect,normal,topic-wikiengine,wiki system
4160,Broken InterWiki Link,new,defect,normal,next-major-releases,version control/log view
4173,"When ""View Ticket"" is selected, sub-options should always be visible.",new,enhancement,normal,unscheduled,ticket system
4224,Using SVN AUTHZ groups to map to group permissions in Trac,new,enhancement,normal,next-major-releases,admin/web
4226,tracd: access control for list of projects,new,enhancement,normal,unscheduled,web frontend/tracd
4270,Ticket notification emails contain wiki formatting,new,defect,normal,next-major-releases,notification
4286,Accepts email addresses without validation,new,defect,normal,next-major-releases,notification
4292,ROADMAP_VIEW / MILESTONE_VIEW privilege,new,defect,normal,next-major-releases,roadmap
4298,tickets linked to multiple versions,new,enhancement,normal,next-major-releases,ticket system
4398,Inconsistent search for single-digit tickets,new,defect,normal,next-major-releases,search system
4412,batch copy/rename wiki pages,new,enhancement,normal,next-major-releases,wiki system
4423,provide page decorators using wiki syntax,new,enhancement,normal,unscheduled,general
4468,better support for relative name handling,new,defect,normal,next-major-releases,wiki system
4474,diffing two large trees results in a massive list with a lot of empty links,new,defect,normal,next-stable-1.4.x,version control/changeset view
4492,Automatic backlinks for tickets based on document referer,new,enhancement,normal,unscheduled,wiki system
4519,[PATCH] Feature: component owner ticket notification,new,enhancement,normal,next-dev-1.7.x,notification
4536,render_unsafe_content in [4472]  could be restricted to read-only pages.,new,enhancement,normal,unscheduled,wiki system
4549,"[PATCH] Ticket std/custom fields improvements - sql based values, order by, labels, value evals,  ...",new,enhancement,normal,next-major-releases,ticket system
4560,IE7 Missing or invalid form token. Do you have cookies enabled?,new,defect,normal,,general
4583,Prebuilt milestone description templates,new,enhancement,normal,unscheduled,roadmap
4590,There is no interface for providing conversion over files or changeset like in wiki IContentConverter,new,enhancement,normal,next-major-releases,version control/browser
4612,Changeset URL to contain the revision in the query string.,new,enhancement,normal,next-major-releases,version control
4644,Report/Query result re-ordering should support secondary sort field.,new,enhancement,normal,unscheduled,report system
4733,Option for all login links to use HTTPS,new,enhancement,normal,next-major-releases,general
4746,intertrac links support in trac-post-commit hook,new,enhancement,normal,unscheduled,version control
4778,simplified wikification of svn log messages,new,enhancement,normal,next-major-releases,wiki system
4781,Scheduled report by mail to specific users,new,enhancement,normal,unscheduled,report system
4788,show symlink info in source browser,new,enhancement,normal,next-major-releases,version control/browser
4834,"Default ""from"" date in Timeline",new,enhancement,normal,unscheduled,timeline
4848,Unable to return to previous indentation within wiki,new,defect,normal,topic-wikiengine,wiki system
4854,UI Wart: Log viewer navigation links should be duplicated at the bottom of the page,new,enhancement,normal,next-major-releases,version control/log view
4877,SVK merge property changes should be hiden from the timeline.,new,defect,normal,unscheduled,timeline
4887,Option for changeset viewer to show added and deleted files inline,new,enhancement,normal,next-major-releases,version control/changeset view
4923,manage the smtp/mail settings from within the WebAdmin plugin,new,enhancement,normal,unscheduled,admin/web
4931,notification with SMTP through SSL is not supported (fix included),new,defect,normal,next-major-releases,notification
5001,offer possibility to inform users of new releases and changes,new,enhancement,normal,next-major-releases,notification
5031,Queries ought to support less/great than for ordered values (i.e. priorities and severities),new,enhancement,normal,next-major-releases,ticket system
5059,PageOutline macro is hardcoded to truncate long names,new,defect,normal,topic-wikiengine,wiki system
5121,trac-admin tool stdout flush problem,new,defect,normal,unscheduled,admin/console
5177,"norobots option for: raw source code, rss, old source code",new,enhancement,normal,next-major-releases,version control/browser
5211,Ticket - Wiki Integration enhancement/suggestion,new,enhancement,normal,next-dev-1.7.x,ticket system
5219,custom query needs to be able to access ticket change table,new,enhancement,normal,unscheduled,query system
5240,Expose Trac timeline data as JSON(P),new,enhancement,normal,unscheduled,timeline
5246,[PATCH] Use permission system to store groups for authz access control,new,enhancement,normal,next-major-releases,version control/browser
5367,New Priority Schema?,new,enhancement,normal,unscheduled,general
5378,"ajax bandbox for input of milestone, component, assign to, and cc",new,enhancement,normal,unscheduled,ticket system
5390,"Zip Archive: aliases, symlinks",new,defect,normal,next-major-releases,version control/browser
5441,Timeline shows incomplete information about status changes for customized workflow,new,defect,normal,next-major-releases,timeline
5470,Translation of Trac to Portuguese/Português [pt_PT],new,task,normal,translations,i18n
5472,Translation of Trac to Chinese/中文 [zh_CN],new,task,normal,translations,i18n
5473,Translation of Trac to Dutch/Nederlands [nl_NL],new,task,normal,translations,i18n
5477,Translation of Trac to Korean/한국어 [ko_KR],new,task,normal,translations,i18n
5478,Translation of Trac to Russian/Русский [ru_RU],new,task,normal,translations,i18n
5480,Translation of Trac to Polish/Polski [pl_PL],new,task,normal,translations,i18n
5481,Translation of Trac to Greek/Ελληνικά [el_GR],new,task,normal,translations,i18n
5482,Translation of Trac to Traditional Chinese/正體中文  [zh_TW],new,task,normal,translations,i18n
5499,performance issues when viewing larger files,new,defect,normal,next-stable-1.4.x,version control/browser
5506,Confusing formatting for attachments in Timeline,new,defect,normal,next-major-releases,timeline
5515,Empty changeset causes exception,new,defect,normal,next-stable-1.4.x,version control/changeset view
5526,Support LIKE and wildcards in custom queries,new,enhancement,normal,next-major-releases,report system
5535,[inherit] not working for me (error on missing config),new,defect,normal,next-major-releases,general
5549,"Improve diff message ""no files""",new,defect,normal,next-stable-1.4.x,version control/changeset view
5560,Email links on usernames in ui.,new,enhancement,normal,unscheduled,general
5566,Postgresql admin security issue,new,defect,normal,next-major-releases,admin/console
5580,Report Variable Forms,new,enhancement,normal,unscheduled,report system
5589,Full text search in attachments,new,enhancement,normal,unscheduled,search system
